architecture,seed,run_label,source_file,metric,raw,filtered,n_total,n_shared_hard,n_diagnostic_filtered,n_filtered,filtered_fraction
L3N4,7,L3N4 s7,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed7_task2_per_point.csv,force_rmse,1.95694530956505,1.95694530956505,80000,0,0,0,0.0
L3N4,42,L3N4 s42,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed42_task3_per_point.csv,energy_mae,0.265648224465159,0.2300254985876023,80000,0,1,1,1.25e-05
L3N4,42,L3N4 s42,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed42_task3_per_point.csv,energy_mse,101.6904750540549,0.15580015379420717,80000,0,1,1,1.25e-05
L3N4,42,L3N4 s42,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed42_task3_per_point.csv,force_mae,2.3786001279911937,0.6380608837001563,80000,0,1,1,1.25e-05
L3N4,42,L3N4 s42,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed42_task3_per_point.csv,force_rmse,635.9224767727965,1.3829151563668889,80000,0,1,1,1.25e-05
L3N4,101,L3N4 s101,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed101_task4_per_point.csv,energy_mae,0.19947978295959182,0.19947978295959182,80000,0,0,0,0.0
L3N4,101,L3N4 s101,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed101_task4_per_point.csv,energy_mse,0.12008334044874827,0.12008334044874827,80000,0,0,0,0.0
L3N4,101,L3N4 s101,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed101_task4_per_point.csv,force_mae,0.5807663608315538,0.5807663608315538,80000,0,0,0,0.0
L3N4,101,L3N4 s101,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed101_task4_per_point.csv,force_rmse,1.4576801015944574,1.4576801015944574,80000,0,0,0,0.0
L3N4,202,L3N4 s202,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed202_task5_per_point.csv,energy_mae,0.23565154646359734,0.23161163155039796,80000,0,1,1,1.25e-05
L3N4,202,L3N4 s202,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed202_task5_per_point.csv,energy_mse,1.457533985858258,0.14999080715400348,80000,0,1,1,1.25e-05
L3N4,202,L3N4 s202,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed202_task5_per_point.csv,force_mae,0.6539855536744487,0.6353964747858807,80000,0,1,1,1.25e-05
L3N4,202,L3N4 s202,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed202_task5_per_point.csv,force_rmse,7.698826425968153,1.369973436611725,80000,0,2,2,2.5e-05
L3N5,0,L3N5 s0,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed0_task3_per_point.csv,energy_mae,0.27910872991609503,0.27910872991609503,80000,0,0,0,0.0
L3N5,0,L3N5 s0,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed0_task3_per_point.csv,energy_mse,0.21052727745352132,0.21052727745352132,80000,0,0,0,0.0
L3N5,0,L3N5 s0,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed0_task3_per_point.csv,force_mae,0.7222488466519684,0.7222488466519684,80000,0,0,0,0.0
L3N5,0,L3N5 s0,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed0_task3_per_point.csv,force_rmse,1.578732560834111,1.578732560834111,80000,0,0,0,0.0
L3N5,1,L3N5 s1,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1_task4_per_point.csv,energy_mae,0.20622627334078425,0.20622627334078425,80000,0,0,0,0.0
L3N5,1,L3N5 s1,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1_task4_per_point.csv,energy_mse,0.12393757183625269,0.12393757183625269,80000,0,0,0,0.0
L3N5,1,L3N5 s1,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1_task4_per_point.csv,force_mae,0.604897708594813,0.604897708594813,80000,0,0,0,0.0
L3N5,1,L3N5 s1,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1_task4_per_point.csv,force_rmse,1.2933777045529307,1.2933777045529307,80000,0,0,0,0.0
L3N5,2,L3N5 s2,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed2_task5_per_point.csv,energy_mae,0.2711846569232875,0.2711846569232875,80000,0,0,0,0.0
L3N5,2,L3N5 s2,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed2_task5_per_point.csv,energy_mse,0.20292115174620873,0.20292115174620873,80000,0,0,0,0.0
L3N5,2,L3N5 s2,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed2_task5_per_point.csv,force_mae,0.7000906752509899,0.6985366617207188,80000,0,1,1,1.25e-05
L3N5,2,L3N5 s2,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed2_task5_per_point.csv,force_rmse,2.1983157814365977,2.0974939697115653,80000,0,1,1,1.25e-05
L3N5,3,L3N5 s3,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed3_task6_per_point.csv,energy_mae,0.21322648383491905,0.20394650219085464,80000,0,1,1,1.25e-05
L3N5,3,L3N5 s3,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed3_task6_per_point.csv,energy_mse,7.014966376423548,0.12173739348657052,80000,0,1,1,1.25e-05
L3N5,3,L3N5 s3,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed3_task6_per_point.csv,force_mae,0.9543238453082751,0.5967284759097814,80000,0,3,3,3.75e-05
L3N5,3,L3N5 s3,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed3_task6_per_point.csv,force_rmse,150.9771921369102,1.3116063493814423,80000,0,3,3,3.75e-05
L3N5,4,L3N5 s4,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed4_task7_per_point.csv,energy_mae,0.2038352158157795,0.2038352158157795,80000,0,0,0,0.0
L3N5,4,L3N5 s4,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed4_task7_per_point.csv,energy_mse,0.12750434331235164,0.12750434331235164,80000,0,0,0,0.0
L3N5,4,L3N5 s4,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed4_task7_per_point.csv,force_mae,0.5974813308890118,0.5974813308890118,80000,0,0,0,0.0
L3N5,4,L3N5 s4,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed4_task7_per_point.csv,force_rmse,1.3610072700351439,1.3610072700351439,80000,0,0,0,0.0
L3N5,7,L3N5 s7,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed7_task2_per_point.csv,energy_mae,0.21562233584981877,0.21441509696733335,80000,0,1,1,1.25e-05
L3N5,7,L3N5 s7,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed7_task2_per_point.csv,energy_mse,0.2531010631806582,0.13599043035324207,80000,0,1,1,1.25e-05
L3N5,7,L3N5 s7,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed7_task2_per_point.csv,force_mae,0.6349262734162018,0.6349262734162018,80000,0,0,0,0.0
L3N5,7,L3N5 s7,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed7_task2_per_point.csv,force_rmse,2.8352816844427586,2.8352816844427586,80000,0,0,0,0.0
L3N5,42,L3N5 s42,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed42_task0_per_point.csv,energy_mae,0.2081716774016153,0.2081716774016153,80000,0,0,0,0.0
L3N5,42,L3N5 s42,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed42_task0_per_point.csv,energy_mse,0.12711230749126493,0.12711230749126493,80000,0,0,0,0.0
L3N5,42,L3N5 s42,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed42_task0_per_point.csv,force_mae,0.6043628579591266,0.6043628579591266,80000,0,0,0,0.0
L3N5,42,L3N5 s42,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed42_task0_per_point.csv,force_rmse,1.32551206124052,1.32551206124052,80000,0,0,0,0.0
L3N5,1776,L3N5 s1776,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1776_task1_per_point.csv,energy_mae,0.21555212002652696,0.21501614319660917,80000,0,1,1,1.25e-05
L3N5,1776,L3N5 s1776,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1776_task1_per_point.csv,energy_mse,0.18033261831157094,0.1571218241167768,80000,0,1,1,1.25e-05
L3N5,1776,L3N5 s1776,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1776_task1_per_point.csv,force_mae,0.653152918197432,0.6169356824593971,80000,0,2,2,2.5e-05
L3N5,1776,L3N5 s1776,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1776_task1_per_point.csv,force_rmse,11.829932355929055,1.3437445947472706,80000,0,2,2,2.5e-05
L4N3,7,L4N3 s7,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed7_task2_per_point.csv,energy_mae,0.20703997271741972,0.20703997271741972,80000,0,0,0,0.0
L4N3,7,L4N3 s7,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed7_task2_per_point.csv,energy_mse,0.13065260676673968,0.13065260676673968,80000,0,0,0,0.0
L4N3,7,L4N3 s7,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed7_task2_per_point.csv,force_mae,0.6039136420403755,0.6039136420403755,80000,0,0,0,0.0
L4N3,7,L4N3 s7,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed7_task2_per_point.csv,force_rmse,1.3104834935712766,1.3104834935712766,80000,0,0,0,0.0
L4N3,42,L4N3 s42,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed42_task0_per_point.csv,energy_mae,0.21443938535493218,0.21443938535493218,80000,0,0,0,0.0
L4N3,42,L4N3 s42,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed42_task0_per_point.csv,energy_mse,0.13467138718436023,0.13467138718436023,80000,0,0,0,0.0
L4N3,42,L4N3 s42,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed42_task0_per_point.csv,force_mae,0.6298982761745554,0.6298982761745554,80000,0,0,0,0.0
L4N3,42,L4N3 s42,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed42_task0_per_point.csv,force_rmse,2.2022811993389295,2.190737527087713,80000,0,1,1,1.25e-05
L4N3,101,L4N3 s101,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed101_task3_per_point.csv,energy_mae,0.2188547617257631,0.2188547617257631,80000,0,0,0,0.0
L4N3,101,L4N3 s101,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed101_task3_per_point.csv,energy_mse,0.14179328306987687,0.14179328306987687,80000,0,0,0,0.0
L4N3,101,L4N3 s101,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed101_task3_per_point.csv,force_mae,0.6427452117045079,0.6427452117045079,80000,0,0,0,0.0
L4N3,101,L4N3 s101,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed101_task3_per_point.csv,force_rmse,1.4239952908580757,1.4239952908580757,80000,0,0,0,0.0
L4N3,202,L4N3 s202,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed202_task4_per_point.csv,energy_mae,0.21289867895157077,0.2121186764356976,80000,0,1,1,1.25e-05
L4N3,202,L4N3 s202,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed202_task4_per_point.csv,energy_mse,0.18129321402658055,0.13229108505193785,80000,0,1,1,1.25e-05
L4N3,202,L4N3 s202,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed202_task4_per_point.csv,force_mae,0.6214379529677566,0.6199392696527133,80000,0,1,1,1.25e-05
L4N3,202,L4N3 s202,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed202_task4_per_point.csv,force_rmse,1.4826444037790445,1.346211301473872,80000,0,1,1,1.25e-05
L4N3,303,L4N3 s303,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed303_task5_per_point.csv,energy_mae,0.21497051230372163,0.21497051230372163,80000,0,0,0,0.0
L4N3,303,L4N3 s303,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed303_task5_per_point.csv,energy_mse,0.137794372165021,0.137794372165021,80000,0,0,0,0.0
L4N3,303,L4N3 s303,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed303_task5_per_point.csv,force_mae,0.6292387607715947,0.6292387607715947,80000,0,0,0,0.0
L4N3,303,L4N3 s303,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed303_task5_per_point.csv,force_rmse,1.3603063055622315,1.3603063055622315,80000,0,0,0,0.0
L4N3,1776,L4N3 s1776,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed1776_task1_per_point.csv,energy_mae,0.20889746330198833,0.20889746330198833,80000,0,0,0,0.0
L4N3,1776,L4N3 s1776,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed1776_task1_per_point.csv,energy_mse,0.13295207788129687,0.13295207788129687,80000,0,0,0,0.0
L4N3,1776,L4N3 s1776,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed1776_task1_per_point.csv,force_mae,0.6139854113521747,0.6139854113521747,80000,0,0,0,0.0
L4N3,1776,L4N3 s1776,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed1776_task1_per_point.csv,force_rmse,1.4906635046490413,1.4906635046490413,80000,0,0,0,0.0
L4N4,0,L4N4 s0,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed0_task6_per_point.csv,energy_mae,0.183090003550495,0.183090003550495,80000,0,0,0,0.0
L4N4,0,L4N4 s0,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed0_task6_per_point.csv,energy_mse,0.10032041371842056,0.10032041371842056,80000,0,0,0,0.0
L4N4,0,L4N4 s0,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed0_task6_per_point.csv,force_mae,0.5445171628077453,0.5445171628077453,80000,0,0,0,0.0
L4N4,0,L4N4 s0,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed0_task6_per_point.csv,force_rmse,1.2228122493840694,1.2228122493840694,80000,0,0,0,0.0
L4N4,7,L4N4 s7,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed7_task7_per_point.csv,energy_mae,0.18390466804380995,0.18390466804380995,80000,0,0,0,0.0
L4N4,7,L4N4 s7,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed7_task7_per_point.csv,energy_mse,0.10510185567292149,0.10510185567292149,80000,0,0,0,0.0
L4N4,7,L4N4 s7,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed7_task7_per_point.csv,force_mae,0.5533003617275281,0.5533003617275281,80000,0,0,0,0.0
L4N4,7,L4N4 s7,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed7_task7_per_point.csv,force_rmse,1.272721362426923,1.272721362426923,80000,0,0,0,0.0
L4N4,42,L4N4 s42,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed42_task8_per_point.csv,energy_mae,0.18831727622949984,0.18831727622949984,80000,0,0,0,0.0
L4N4,42,L4N4 s42,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed42_task8_per_point.csv,energy_mse,0.11034994343595993,0.11034994343595993,80000,0,0,0,0.0
L4N4,42,L4N4 s42,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed42_task8_per_point.csv,force_mae,0.5667680229394589,0.5667680229394589,80000,0,0,0,0.0
L4N4,42,L4N4 s42,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed42_task8_per_point.csv,force_rmse,1.4851854471900643,1.4851854471900643,80000,0,0,0,0.0
L4N4,1776,L4N4 s1776,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed1776_task9_per_point.csv,energy_mae,0.18196098293097457,0.18083965734423288,80000,0,1,1,1.25e-05
L4N4,1776,L4N4 s1776,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed1776_task9_per_point.csv,energy_mse,0.20304205036630946,0.10204767118664484,80000,0,1,1,1.25e-05
L4N4,1776,L4N4 s1776,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed1776_task9_per_point.csv,force_mae,0.5456845436133745,0.5456845436133745,80000,0,0,0,0.0
L4N4,1776,L4N4 s1776,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed1776_task9_per_point.csv,force_rmse,2.478600102322565,2.478600102322565,80000,0,0,0,0.0
